,open,high,low,close,vol
2014-03-20,65.17,65.942,64.7,65.7,30787
2014-03-21,66.0,66.291,65.6,65.671,19033
2014-03-24,65.832,66.199,64.49,65.0,36631
2014-03-25,65.1,65.893,64.74,65.392,38865
2014-03-26,65.699,67.343,65.596,67.007,63206
2014-03-27,67.0,67.544,66.83,67.053,65541
2014-03-28,67.2,68.923,67.2,68.8,44792
2014-03-31,69.414,69.538,68.484,68.925,60086
2014-04-01,68.751,69.955,68.734,69.721,36588
2014-04-02,69.999,70.103,69.405,69.676,36172
2014-04-03,69.6,70.1,69.23,69.787,20431
2014-04-04,69.79,71.251,69.7,70.661,46925
2014-04-07,70.72,70.77,69.743,69.743,62565
2014-04-08,70.02,70.482,68.812,70.223,87284
2014-04-09,70.2,70.81,70.0,70.478,42671
2014-04-10,68.57,69.089,67.185,67.301,108926
2014-04-11,66.66,66.935,65.65,66.095,38178
2014-04-14,65.2,66.302,64.845,66.038,51752
2014-04-15,66.24,66.3,62.812,63.699,108599
2014-04-16,64.641,65.501,64.472,65.501,33863
2014-04-17,65.44,67.774,65.323,67.446,27480
2014-04-22,68.0,68.799,67.643,68.605,67745
2014-04-23,68.87,68.87,67.669,67.8,28560
2014-04-24,68.03,68.611,66.605,67.514,21027
2014-04-25,67.322,67.332,65.974,66.372,15953
2014-04-28,66.241,67.223,66.166,66.52,31910
2014-04-29,67.18,68.047,66.841,68.047,28775
2014-04-30,68.5,68.718,65.637,66.863,47717
2014-05-02,67.07,67.132,66.0,66.0,23996
2014-05-05,66.01,66.472,64.99,66.1,23005
2014-05-06,66.0,66.4,64.643,64.79,24051
2014-05-07,64.7,65.492,64.5,65.061,18044
2014-05-08,65.2,65.35,64.3,65.081,15973
2014-05-09,64.895,64.954,64.285,64.61,13407
2014-05-12,64.85,65.51,64.497,65.254,13599
2014-05-13,65.5,66.644,65.5,66.399,23821
2014-05-14,66.44,67.02,66.397,66.823,10693
2014-05-15,66.79,67.765,65.8,65.988,31023
2014-05-16,66.003,66.116,64.875,65.169,13305
2014-05-19,65.24,66.204,64.554,65.958,35674
2014-05-20,66.15,66.805,65.9,66.124,10781
2014-05-21,66.15,67.215,66.031,67.067,18503
2014-05-22,67.33,67.625,67.059,67.554,9418
2014-05-23,67.6,68.245,67.511,68.094,24390
2014-05-26,68.12,69.65,68.12,69.296,87553
2014-05-27,69.49,69.86,69.142,69.176,28600
2014-05-28,69.45,69.7,68.873,69.176,26095
2014-05-29,69.06,69.736,69.06,69.494,12043
2014-05-30,69.6,69.99,69.502,69.736,28043
2014-06-02,69.75,70.248,68.9,69.484,34421
2014-06-03,69.3,69.766,69.048,69.594,29615
2014-06-04,69.45,69.61,68.555,69.389,16655
2014-06-05,69.3,70.565,69.08,70.223,69083
2014-06-06,70.33,70.722,69.979,70.153,35804
2014-06-09,70.4,70.53,69.611,70.0,15764
2014-06-10,70.15,70.467,69.715,70.107,24438
2014-06-11,69.8,70.196,69.282,69.603,19631
2014-06-12,69.56,69.88,69.124,69.124,20230
2014-06-13,69.1,69.3,67.945,68.906,31692
2014-06-16,68.68,69.385,68.68,69.086,9389
2014-06-17,69.1,70.305,69.05,69.635,28035
2014-06-18,69.991,70.102,69.534,69.623,14119
2014-06-19,69.999,70.543,69.999,70.001,24082
2014-06-20,70.0,70.79,69.92,70.117,28987
2014-06-23,70.001,70.279,68.9,69.001,51662
2014-06-24,68.831,69.185,68.775,69.076,12834
2014-06-25,68.632,69.198,68.457,68.715,7328
2014-06-26,68.752,69.103,67.488,68.21,19362
2014-06-27,68.267,68.521,67.93,68.205,4464
2014-06-30,68.457,68.728,67.915,68.306,8899
2014-07-01,68.5,69.326,68.445,69.175,5485
2014-07-02,69.101,70.075,69.101,69.777,20798
2014-07-03,69.9,70.55,69.692,70.427,27595
2014-07-04,70.101,70.508,70.101,70.203,20544
2014-07-07,70.194,70.615,69.261,69.374,14718
2014-07-08,69.549,69.58,67.966,68.395,22571
2014-07-09,68.3,68.5,67.815,68.245,12530
2014-07-10,68.35,68.35,66.7,67.463,34457
2014-07-11,67.277,67.448,66.475,66.763,23747
2014-07-14,67.16,67.954,66.985,67.846,18817
2014-07-15,67.85,68.0,66.974,67.446,8769
2014-07-16,67.35,67.874,67.279,67.874,5667
2014-07-17,67.68,67.8,66.228,66.522,14963
2014-07-18,65.7,65.75,64.797,65.559,40164
2014-07-21,65.273,65.527,64.195,65.031,24362
2014-07-22,65.0,66.192,65.0,66.142,24893
2014-07-23,67.13,67.65,65.237,65.61,44849
2014-07-24,65.8,66.532,65.038,66.532,17713
2014-07-25,66.25,66.25,65.0,65.511,18853
2014-07-28,65.3,65.5,62.674,63.411,67002
2014-07-29,63.5,64.199,62.22,64.128,36783
2014-07-30,64.09,64.15,62.893,63.178,14208
2014-07-31,62.915,63.115,61.585,61.957,47486
2014-08-01,61.477,61.833,59.976,60.455,76064
2014-08-04,60.85,61.758,60.652,61.366,23372
2014-08-05,61.35,61.689,60.033,60.1,33875
2014-08-06,59.7,60.125,58.599,59.726,63293
2014-08-07,59.7,60.503,58.595,58.773,23761
2014-08-08,57.9,59.744,57.334,59.676,48879
2014-08-11,59.81,61.006,59.81,60.8,35512
2014-08-12,60.87,61.05,59.75,59.926,17597
2014-08-13,59.86,60.925,59.86,60.815,11772
2014-08-14,60.93,61.63,60.196,61.219,16501
2014-08-15,61.395,61.635,59.462,59.8,33619
2014-08-18,60.45,61.216,60.4,61.083,17226
2014-08-19,61.3,61.905,61.285,61.798,15263
2014-08-20,61.74,61.75,60.669,61.499,9381
2014-08-21,61.5,62.307,61.292,62.307,13975
2014-08-22,62.33,62.33,61.455,61.663,8623
2014-08-25,62.1,62.958,62.1,62.918,22330
2014-08-26,62.77,63.599,62.665,63.421,13913
2014-08-27,63.65,63.689,62.6,63.158,11345
2014-08-28,62.85,63.05,61.347,62.103,13402
2014-08-29,62.25,62.75,61.685,62.043,8726
2014-09-01,62.16,62.3,61.372,61.753,9990
2014-09-02,62.0,62.635,61.623,61.701,6497
2014-09-03,61.75,63.346,61.75,62.999,29375
2014-09-04,62.8,64.46,62.118,64.06,16273
2014-09-05,64.095,65.706,64.031,65.301,33053
2014-09-08,65.321,65.565,64.643,64.9,15611
2014-09-09,64.903,65.285,64.195,64.49,20489
2014-09-10,64.1,64.3,63.244,63.939,9851
2014-09-11,63.9,64.15,62.623,63.228,10712
2014-09-12,63.15,63.35,62.445,62.888,3446
2014-09-15,62.4,63.444,62.352,63.098,16687
2014-09-16,63.033,63.379,62.494,63.379,4834
2014-09-17,63.36,63.632,63.132,63.231,9144
2014-09-18,63.35,63.95,62.924,63.491,23879
2014-09-19,64.2,64.8,63.621,63.621,15102
2014-09-22,63.62,63.62,62.485,62.758,18863
2014-09-23,62.7,62.95,60.849,61.226,22752
2014-09-24,61.15,61.553,60.39,61.454,13680
2014-09-25,61.75,62.525,60.64,60.673,9950
2014-09-26,60.814,61.306,60.15,61.287,6741
2014-09-29,61.1,61.3,60.191,60.415,17083
2014-09-30,60.25,60.82,59.36,60.515,38542
2014-10-01,60.4,61.157,59.887,59.926,7941
2014-10-02,59.9,61.045,58.961,59.491,24744
2014-10-06,60.471,60.68,58.488,58.751,27663
2014-10-07,58.8,59.052,58.0,58.432,16283
2014-10-08,57.9,58.136,57.297,58.032,38072
2014-10-09,58.6,58.858,56.75,56.889,36618
2014-10-10,56.66,57.26,55.81,56.35,67176
2014-10-13,55.4,57.205,55.21,56.804,26603
2014-10-14,56.301,59.345,56.3,58.77,13587
2014-10-15,59.224,59.65,56.316,56.546,41542
2014-10-16,57.4,58.551,55.9,58.373,45062
2014-10-17,58.3,59.541,58.1,59.291,39486
2014-10-20,59.739,59.798,58.263,58.477,20418
2014-10-21,58.669,59.681,57.7,59.681,26981
2014-10-22,60.158,60.311,59.092,59.489,27956
2014-10-23,60.069,60.755,58.657,60.599,38931
2014-10-24,60.0,61.095,59.951,60.311,23993
2014-10-27,60.47,60.8,58.721,59.549,12383
2014-10-28,59.85,60.512,59.77,60.358,13545
2014-10-29,60.782,61.266,60.389,60.389,19448
2014-10-30,60.6,61.577,59.335,60.842,21737
2014-10-31,61.64,62.309,61.325,62.0,52980
2014-11-03,62.17,62.265,61.5,62.105,12044
2014-11-04,61.646,62.308,60.95,61.553,13050
2014-11-05,61.716,62.77,61.637,62.59,7547
2014-11-06,62.2,63.451,61.976,63.117,16182
2014-11-07,63.3,63.5,61.886,62.565,9596
2014-11-10,62.5,62.936,61.969,62.936,12094
2014-11-11,62.703,62.915,61.876,62.499,10683
2014-11-12,62.45,62.45,60.825,61.262,14635
2014-11-13,61.35,61.71,60.743,61.102,5977
2014-11-14,61.15,61.45,60.5,61.193,9024
2014-11-17,60.982,61.553,60.22,61.367,12362
2014-11-18,61.5,62.775,61.37,62.775,13879
2014-11-19,62.735,63.013,62.278,62.524,20055
2014-11-20,62.65,62.905,61.995,62.905,8259
2014-11-21,63.0,64.549,62.98,63.951,39553
2014-11-24,64.45,65.81,64.206,65.251,29432
2014-11-25,65.509,66.405,65.175,66.312,23185
2014-11-26,66.2,66.705,66.095,66.339,17962
2014-11-27,66.65,67.199,66.438,66.707,28467
2014-11-28,66.94,67.8,66.94,67.526,21655
2014-12-01,67.25,68.089,66.938,68.089,23424
2014-12-02,68.05,68.405,67.218,67.799,18405
2014-12-03,67.821,68.423,67.733,68.049,23299
2014-12-04,68.31,69.915,67.379,68.031,61196
2014-12-05,67.831,69.999,67.831,69.781,44338
2014-12-08,69.75,70.18,68.7,68.7,47739
2014-12-09,68.552,69.542,67.8,68.5,42001
2014-12-10,68.6,68.792,67.65,67.824,22294
2014-12-11,67.65,68.8,67.65,68.327,11782
2014-12-12,67.849,67.982,66.436,66.834,28708
2014-12-15,66.6,67.325,64.13,64.84,43724
2014-12-16,64.9,67.25,64.143,66.659,56562
2014-12-17,66.2,67.611,66.0,67.24,11723
2014-12-18,68.05,68.999,67.965,68.999,29786
2014-12-19,69.13,69.854,68.216,68.927,57886
2014-12-22,69.554,69.999,69.1,69.646,34547
2014-12-23,69.541,69.999,69.278,69.561,30152
2014-12-29,69.9,70.06,68.543,69.64,44228
2014-12-30,69.66,69.806,69.433,69.517,18085
2015-01-02,68.6,69.854,68.232,68.494,19920
2015-01-05,68.501,68.792,65.992,66.33,40007
2015-01-06,66.198,68.013,65.668,66.631,29819
2015-01-07,66.731,68.035,66.731,67.55,19943
2015-01-08,68.449,70.144,67.915,69.564,58866
2015-01-09,69.656,71.0,69.0,69.692,60029
2015-01-12,69.689,71.205,69.494,70.801,29987
2015-01-13,70.81,72.8,70.7,71.799,92540
2015-01-14,70.964,72.7,70.8,71.169,29544
2015-01-15,72.383,73.3,70.0,72.5,71040
2015-01-16,72.202,74.777,72.073,74.351,95493
2015-01-19,74.5,75.443,74.345,74.45,81242
2015-01-20,75.018,75.45,74.19,74.494,45167
2015-01-21,74.8,75.303,73.955,74.898,45111
2015-01-22,75.0,77.633,74.714,77.399,101994
2015-01-23,77.505,80.319,77.471,79.368,148210
2015-01-26,78.7,81.248,78.651,81.18,121964
2015-01-27,80.25,80.886,78.287,78.756,108587
2015-01-28,79.232,79.987,78.67,79.907,37780
2015-01-29,78.957,80.505,78.87,80.256,36407
2015-01-30,80.502,80.99,79.754,80.052,32796
2015-02-02,80.2,81.298,80.014,80.731,43014
2015-02-03,81.25,83.815,81.122,82.198,64677
2015-02-04,82.999,83.054,81.246,82.8,49909
2015-02-05,81.95,84.658,81.487,82.728,98669
2015-02-06,83.091,83.091,81.887,81.901,37486
2015-02-09,81.685,82.13,79.93,80.501,67781
2015-02-10,80.65,82.311,80.447,82.011,38662
2015-02-11,82.55,82.71,81.805,82.101,32827
2015-02-12,82.6,83.85,82.276,83.279,38102
2015-02-13,83.55,83.88,82.818,82.999,31996
2015-02-16,83.1,83.25,82.079,82.29,24833
2015-02-17,81.9,82.919,81.38,82.592,36393
2015-02-18,82.799,83.607,82.6,83.4,26725
2015-02-19,83.295,84.2,82.92,83.954,21932
2015-02-20,83.75,85.215,83.7,85.036,52218
2015-02-23,85.5,85.677,84.555,84.999,34235
2015-02-24,84.95,85.3,84.1,85.176,27848
2015-02-25,85.86,85.96,84.38,85.029,27414
2015-02-26,85.25,85.699,84.495,85.557,21055
2015-02-27,85.53,86.499,85.296,86.2,40350
2015-03-02,86.25,87.003,86.165,86.83,48309
2015-03-03,86.83,87.355,85.401,85.466,46089
2015-03-04,85.9,87.999,85.7,87.852,43716
2015-03-05,88.0,89.5,88.0,88.951,54623
2015-03-06,89.3,90.5,88.942,89.811,63111
2015-03-09,89.5,90.281,89.097,90.199,37378
2015-03-10,89.9,90.255,88.123,88.632,44908
2015-03-11,88.9,92.321,88.828,92.321,68477
2015-03-12,92.1,93.115,91.831,92.702,57691
2015-03-13,92.95,93.315,91.591,93.001,58092
2015-03-16,93.45,96.013,93.25,94.801,261678
2015-03-17,94.75,95.353,91.494,92.001,125814
2015-03-18,92.32,92.6,88.842,90.212,142900
2015-03-19,90.05,90.772,89.103,90.442,50757
2015-03-20,90.539,91.961,90.402,91.709,37074
2015-03-23,91.941,91.941,88.492,89.089,88511
2015-03-24,88.2,89.105,87.1,88.58,50303
2015-03-25,88.3,89.747,87.45,87.701,40829
2015-03-26,87.39,89.223,85.273,89.053,89359
2015-03-27,89.293,90.505,87.947,88.94,26703
2015-03-30,89.25,91.166,89.145,90.99,49467
2015-03-31,91.189,91.273,88.947,90.291,45597
2015-04-01,89.12,90.455,88.75,90.111,38295
2015-04-02,88.24,88.408,87.389,87.999,48874
2015-04-07,88.2,88.7,86.6,87.22,28017
2015-04-08,87.05,87.09,85.465,85.67,35943
2015-04-09,86.201,87.299,85.945,87.152,25905
2015-04-10,87.5,89.005,87.41,88.75,39408
2015-04-13,88.551,89.065,87.5,87.5,36288
2015-04-14,87.81,88.076,86.486,86.872,19349
2015-04-15,87.0,88.115,86.911,86.981,20653
2015-04-16,88.05,88.299,86.691,86.969,29605
2015-04-17,87.0,87.5,84.601,84.601,54857
2015-04-20,84.95,86.788,84.95,86.452,29139
2015-04-21,86.9,88.597,86.9,87.033,23182
2015-04-22,87.5,89.015,86.735,87.76,13768
2015-04-23,87.601,88.47,85.798,86.572,19891
2015-04-24,86.4,88.03,86.34,87.059,17734
2015-04-27,87.7,89.879,87.5,89.879,108114
2015-04-28,90.15,92.662,88.195,89.448,151080
2015-04-29,89.45,90.466,85.643,86.549,67534
2015-04-30,87.0,87.3,84.813,86.548,37432
2015-05-04,87.0,88.018,86.33,87.43,30162
2015-05-05,87.598,88.92,85.182,85.7,22248
2015-05-06,85.75,86.198,83.18,84.611,43691
2015-05-07,84.35,85.432,83.388,85.035,23048
2015-05-08,85.5,88.149,85.365,87.749,26852
2015-05-11,87.9,88.229,87.275,88.03,18541
2015-05-12,87.609,87.609,84.955,85.901,16177
2015-05-13,85.75,86.51,83.945,84.301,28968
2015-05-14,84.196,86.503,83.092,86.252,14189
2015-05-15,86.689,87.0,84.762,85.295,11741
2015-05-18,85.0,86.618,84.745,86.302,11471
2015-05-19,87.0,89.543,86.9,89.393,58742
2015-05-20,89.0,89.99,89.0,89.7,25214
2015-05-21,89.35,90.03,88.965,89.989,18795
2015-05-22,90.0,90.205,89.197,89.599,19017
2015-05-26,89.4,90.907,87.965,88.287,54753
2015-05-27,88.153,89.503,88.153,89.037,4261
2015-05-28,89.0,89.15,86.835,87.589,12718
2015-05-29,87.99,87.99,85.201,85.896,20342
2015-06-01,86.0,86.532,85.099,85.85,14227
2015-06-02,85.95,86.05,83.37,83.973,36557
2015-06-03,83.8,84.295,83.1,83.712,18330
2015-06-04,83.6,83.6,81.468,82.12,30384
2015-06-05,82.28,82.5,81.115,82.009,20490
2015-06-08,82.0,82.05,79.8,79.925,48153
2015-06-09,80.0,81.007,79.17,81.005,41021
2015-06-10,80.75,84.075,80.474,83.821,34437
2015-06-11,83.67,85.527,83.348,84.4,34740
2015-06-12,84.4,85.66,83.1,83.987,48397
2015-06-15,83.45,83.45,81.692,82.013,22259
2015-06-16,82.131,82.961,80.41,82.961,28184
2015-06-17,83.1,83.45,80.863,80.863,14359
2015-06-18,81.0,82.82,79.698,82.269,25277
2015-06-19,81.6,83.468,81.344,81.6,20351
2015-06-22,83.0,85.776,83.0,85.115,52022
2015-06-23,85.85,87.62,85.85,86.572,37714
2015-06-24,86.7,86.8,84.567,85.304,21713
2015-06-25,85.46,87.09,85.0,86.035,19298
2015-06-26,85.444,87.225,85.394,86.342,18354
2015-06-29,80.5,84.544,80.5,82.51,109833
2015-06-30,82.3,83.542,81.263,82.048,52703
2015-07-01,82.7,85.24,82.5,84.263,22465
2015-07-02,84.34,84.675,82.794,83.184,14055
2015-07-03,83.4,83.462,82.193,83.288,16710
2015-07-06,80.89,82.888,80.751,81.871,58022
2015-07-07,82.4,82.5,79.365,80.975,44909
2015-07-08,80.2,80.2,77.293,78.878,52542
2015-07-09,79.45,81.502,79.38,81.097,25067
2015-07-10,82.95,83.281,81.895,82.909,36970
2015-07-13,82.92,84.6,82.461,83.368,35729
2015-07-14,83.8,83.8,81.715,83.2,19380
2015-07-15,83.4,83.932,82.63,83.371,11873
2015-07-16,84.11,85.913,83.647,85.395,27529
2015-07-17,85.65,85.916,84.205,84.722,20994
2015-07-20,84.6,85.627,84.364,85.205,23816
2015-07-21,85.4,86.525,84.905,85.235,21522
2015-07-22,84.85,84.85,83.299,84.396,28049
2015-07-23,86.55,86.949,82.274,83.82,72264
2015-07-24,83.85,84.489,81.499,81.87,46393
2015-07-27,82.0,82.0,79.5,79.985,42286
2015-07-28,80.35,81.605,79.993,81.456,38822
2015-07-29,81.421,81.9,79.95,81.237,38882
2015-07-30,81.42,81.6,79.776,80.699,19687
2015-07-31,80.9,81.548,80.598,81.548,17996
2015-08-03,80.9,82.259,80.298,81.661,12363
2015-08-04,81.899,82.56,81.35,82.21,20554
2015-08-05,82.35,84.968,82.35,84.327,25044
2015-08-06,84.45,85.002,83.655,83.797,13003
2015-08-07,83.99,84.235,83.193,83.687,5878
2015-08-10,84.06,84.434,83.185,84.106,10583
2015-08-11,84.0,84.0,79.585,80.386,64616
2015-08-12,78.9,79.25,75.666,76.839,113665
2015-08-13,77.25,78.0,76.695,77.45,56564
2015-08-14,77.0,77.865,76.357,77.46,16407
2015-08-17,77.75,77.975,75.555,76.686,23420
2015-08-18,76.85,76.85,75.701,75.947,13403
2015-08-19,75.2,75.2,73.597,74.249,46939
2015-08-20,73.5,73.931,71.553,71.753,50020
2015-08-21,70.1,72.725,69.934,70.05,76222
2015-08-24,67.0,69.014,65.57,68.462,166613
2015-08-25,67.701,71.548,67.613,70.059,99747
2015-08-26,70.519,71.16,68.997,70.449,49352
2015-08-27,72.28,73.472,71.983,72.951,50524
2015-08-28,73.15,73.339,71.455,72.176,34604
2015-08-31,71.843,72.08,70.85,71.621,18652
2015-09-01,70.07,70.532,69.185,69.501,39148
2015-09-02,69.851,70.85,69.412,69.965,19422
2015-09-03,70.52,72.742,70.511,72.019,21059
2015-09-04,70.739,71.375,69.827,70.349,12201
2015-09-07,71.25,71.666,70.945,71.566,13669
2015-09-08,71.8,74.057,71.3,73.43,16692
2015-09-09,75.15,76.57,73.648,73.648,36775
2015-09-10,73.44,74.745,73.388,74.212,12313
2015-09-11,73.985,74.326,72.846,73.921,14108
2015-09-14,74.39,74.585,73.168,74.302,7442
2015-09-15,74.63,75.775,74.485,75.433,14451
2015-09-16,75.688,76.54,74.797,75.465,12340
2015-09-17,75.94,76.0,74.992,75.435,10515
2015-09-18,75.3,75.3,71.794,72.438,31953
2015-09-21,70.71,71.798,68.676,70.994,53494
2015-09-22,71.1,71.5,65.596,66.645,64300
2015-09-23,65.06,67.905,63.35,66.64,72746
2015-09-24,66.398,68.222,62.677,63.515,64919
2015-09-25,65.1,66.762,64.96,65.93,29373
2015-09-28,65.05,65.65,63.185,63.499,50170
2015-09-29,63.0,64.597,62.05,63.411,21017
2015-09-30,64.25,66.137,64.25,64.905,31424
2015-10-01,66.09,66.405,63.937,64.604,21875
2015-10-02,65.289,65.45,62.95,65.0,20830
2015-10-05,66.35,66.872,64.843,66.471,23769
2015-10-06,66.94,68.737,65.899,68.253,26984
2015-10-07,68.4,71.072,68.4,70.708,47863
2015-10-08,70.18,71.303,69.793,71.039,32448
2015-10-09,72.0,72.73,71.447,72.382,31880
2015-10-12,72.95,74.072,72.452,73.956,39590
2015-10-13,73.75,73.766,71.0,72.723,33654
2015-10-14,72.34,72.982,70.77,71.792,8323
2015-10-15,72.399,73.275,72.247,73.0,11764
2015-10-16,73.53,73.8,71.896,72.603,36111
2015-10-19,72.623,73.392,72.367,72.646,10574
2015-10-20,73.02,73.239,71.77,72.511,12366
2015-10-21,72.811,74.214,71.997,73.789,17266
2015-10-22,73.64,76.636,71.6,76.326,73058
2015-10-23,77.007,79.538,77.001,78.761,58339
2015-10-26,78.78,79.372,77.847,78.621,27452
2015-10-27,78.64,78.908,78.0,78.199,15063
2015-10-28,78.3,79.198,77.85,79.198,22810
2015-10-29,79.2,79.848,78.191,78.706,18713
2015-10-30,78.711,79.127,78.079,78.889,5736
2015-11-02,78.2,80.007,78.05,79.919,26077
2015-11-03,80.3,80.3,78.2,79.1,12106
2015-11-04,78.85,78.95,76.454,77.804,53500
2015-11-05,77.95,78.513,77.33,78.257,11925
2015-11-06,78.396,80.21,78.046,79.909,22870
2015-11-09,80.25,80.25,77.784,78.155,23717
2015-11-10,78.3,79.237,77.497,78.923,15718
2015-11-11,79.33,79.71,77.858,78.099,26431
2015-11-12,78.08,78.255,76.296,76.725,31130
2015-11-13,76.3,77.583,75.267,76.512,12399
2015-11-16,75.0,76.553,74.7,76.258,25205
2015-11-17,77.0,77.905,76.738,77.905,14896
2015-11-18,77.623,78.65,77.189,78.251,6378
2015-11-19,78.89,79.625,78.384,78.551,12202
2015-11-20,78.55,79.501,78.5,79.36,8910
2015-11-23,79.35,79.99,78.652,79.65,46518
2015-11-24,80.02,80.198,77.927,78.599,20947
2015-11-25,78.9,79.638,77.848,79.322,29233
2015-11-26,79.75,82.399,79.6,82.096,50690
2015-11-27,81.6,83.195,81.5,82.584,25197
2015-11-30,82.6,84.848,82.45,84.798,40559
2015-12-01,84.999,85.418,83.001,83.571,46699
2015-12-02,83.9,84.269,82.5,82.698,39285
2015-12-03,82.524,83.772,77.3,77.864,99406
2015-12-04,78.2,79.5,77.3,79.45,63794
2015-12-07,80.1,80.935,78.993,79.8,26254
2015-12-08,80.059,80.059,76.625,77.684,24912
2015-12-09,77.825,78.1,76.2,76.492,19502
2015-12-10,76.6,77.953,76.493,77.394,22726
2015-12-11,77.6,77.699,74.1,74.678,34401
2015-12-14,74.68,75.665,72.5,73.5,35806
2015-12-15,73.999,75.882,73.999,75.851,25251
2015-12-16,75.382,76.889,75.382,76.75,21429
2015-12-17,77.899,79.475,77.416,78.699,37298
2015-12-18,78.049,78.368,76.18,76.7,18684
2015-12-21,76.94,78.79,75.5,76.516,34062
2015-12-22,76.564,76.977,75.2,76.421,15303
2015-12-23,76.943,78.088,76.943,77.53,13928
2015-12-28,78.2,78.398,77.105,77.584,19590
2015-12-29,77.75,78.755,77.75,78.413,14798
2015-12-30,78.55,78.55,77.725,77.895,6749
2016-01-04,76.4,76.421,73.27,74.239,76029
2016-01-05,74.589,74.72,72.696,73.9,51816
2016-01-06,73.239,73.498,70.699,71.653,50483
2016-01-07,69.0,69.438,68.0,68.101,74781
2016-01-08,69.8,70.735,68.044,68.661,89022
2016-01-11,67.54,69.965,67.54,68.265,58147
2016-01-12,68.35,70.449,68.2,69.478,43892
2016-01-13,70.55,70.887,67.88,67.99,59982
2016-01-14,67.64,67.889,63.849,66.993,73048
2016-01-15,65.899,66.475,63.603,63.901,72129
2016-01-18,64.6,65.916,63.872,65.245,49235
2016-01-19,66.331,66.849,65.366,65.811,72268
2016-01-20,64.399,64.5,62.85,63.817,72178
2016-01-21,63.86,66.319,63.3,65.818,34181
2016-01-22,67.1,67.6,66.066,66.515,51921
2016-01-25,66.86,67.15,64.652,64.938,45261
2016-01-26,63.841,65.502,62.776,65.488,29100
2016-01-27,65.395,66.344,64.295,66.01,18985
2016-01-28,65.35,66.556,63.647,64.45,29478
2016-01-29,65.195,65.195,63.177,64.62,27163
2016-02-01,64.88,64.88,62.492,63.632,37081
2016-02-02,63.698,63.708,62.495,62.601,23781
2016-02-03,62.4,64.217,62.0,63.099,49873
2016-02-04,65.003,65.003,59.246,61.22,219412
2016-02-05,60.85,62.558,60.531,61.392,53048
2016-02-08,62.0,62.289,58.99,58.999,106337
2016-02-09,58.65,59.893,57.782,58.995,72712
2016-02-10,59.15,60.225,58.49,59.596,46916
2016-02-11,58.51,59.946,57.035,59.351,48586
2016-02-12,59.5,61.145,59.317,60.859,34322
2016-02-15,62.15,63.556,62.1,63.5,79098
2016-02-16,63.45,63.7,61.7,62.985,28104
2016-02-17,62.75,65.195,62.6,64.999,43964
2016-02-18,65.48,65.81,64.222,64.659,57685
2016-02-19,63.8,63.8,61.6,63.299,95417
2016-02-22,64.09,64.65,64.001,64.6,34151
2016-02-23,64.1,64.199,62.634,62.901,34963
2016-02-24,62.7,62.95,59.775,60.947,57051
2016-02-25,61.198,61.65,59.718,61.2,31106
2016-02-26,61.5,63.245,61.5,62.8,23010
2016-02-29,61.49,63.257,61.051,62.75,37403
2016-03-01,62.6,64.901,62.6,64.8,33937
2016-03-02,65.5,66.705,65.222,66.49,72012
2016-03-03,66.7,67.075,65.647,66.916,38998
2016-03-04,67.15,67.702,66.545,67.31,44373
2016-03-07,67.582,67.839,66.134,67.113,37542
2016-03-08,66.55,66.67,64.535,65.499,49935
2016-03-09,65.5,66.118,64.358,65.41,33848
2016-03-10,65.45,67.512,62.3,62.916,108105
2016-03-11,63.9,65.302,63.712,65.302,52883
2016-03-14,66.0,67.141,65.79,66.509,57312
2016-03-15,66.351,66.832,65.924,66.649,28375
2016-03-16,66.97,68.167,66.8,68.135,246372
2016-03-17,68.21,68.82,65.233,66.8,75891
2016-03-18,66.74,67.437,66.182,67.437,39550
2016-03-21,67.75,68.206,66.385,66.95,74701
2016-03-22,66.9,67.265,65.17,67.0,69090
2016-03-23,66.601,68.225,66.5,67.295,64129
2016-03-24,66.979,67.155,65.777,66.45,64571
2016-03-29,66.95,67.099,65.483,66.65,45281
2016-03-30,67.1,68.377,66.767,68.243,60030
2016-03-31,68.1,68.2,67.145,67.832,42466
2016-04-01,67.149,67.149,65.45,66.4,115689
2016-04-04,66.695,66.695,65.125,65.869,90047
2016-04-05,65.17,65.17,62.935,63.789,157511
2016-04-06,63.7,63.969,61.806,62.87,92699
2016-04-07,60.18,60.605,59.125,59.799,170674
2016-04-08,59.8,60.439,59.551,59.749,54206
2016-04-11,59.8,60.907,58.973,60.555,52128
2016-04-12,60.599,61.476,60.0,61.476,26242
2016-04-13,62.031,63.695,62.031,63.261,49198
2016-04-14,63.73,63.929,63.255,63.903,42898
2016-04-15,63.799,63.8,62.37,62.37,25167
2016-04-18,61.69,63.761,61.2,63.552,40225
2016-04-19,63.749,65.893,63.588,65.051,93176
2016-04-20,65.1,66.302,64.989,66.273,55429
2016-04-21,66.45,66.93,65.895,66.09,81905
2016-04-22,61.58,63.672,61.58,63.0,256387
2016-04-25,62.8,63.017,61.863,62.8,52507
2016-04-26,62.8,63.5,62.717,63.084,23326
2016-04-27,63.01,63.371,62.397,62.864,22380
2016-04-28,62.55,63.071,61.677,62.853,33805
2016-04-29,62.3,62.611,60.55,61.211,64198
2016-05-02,60.97,61.512,60.785,60.959,35150
2016-05-03,61.05,61.15,59.249,59.999,47934
2016-05-04,59.89,60.0,58.475,58.752,48372
2016-05-05,58.93,59.674,58.705,59.108,12378
2016-05-06,59.1,59.81,58.457,59.564,26836
